Participant,Time to Send,Unencrypted Msg Length, Encrypted Msg Length,Size of Message,Data size on server
participant9 to 8110,30812,5113,6994,20,
participant9 to 8111,15641,5113,6994,20,
participant10 to 8111,15801,5114,6994,20,
participant12 to 8101,30862,5114,6994,20,
participant12 to 8111,30781,5114,6994,20,
participant12 to 8109,30781,5114,6994,20,
participant12 to 8108,46463,5114,6994,20,
participant12 to 8103,15667,5114,6994,20,
participant12 to 8107,30908,5114,6994,20,
participant12 to 8106,16193,5114,6994,20,
participant12 to 8104,17028,5114,6994,20,
participant12 to 8105,31336,5114,6994,20,
participant12 to 8102,30943,5114,6994,20,
participant13 to 8108,47426,5114,6994,20,
participant13 to 8102,16747,5114,6994,20,
participant13 to 8110,15875,5114,6994,20,
participant13 to 8104,16838,5114,6994,20,
participant13 to 8107,15910,5114,6994,20,
participant13 to 8106,17277,5114,6994,20,
participant13 to 8103,15762,5114,6994,20,
participant13 to 8101,15829,5114,6994,20,
participant13 to 8105,15725,5114,6994,20,
participant13 to 8112,15914,5114,6994,20,
participant14 to 8103,15977,5114,6994,20,
participant14 to 8110,31787,5114,6994,20,
participant14 to 8108,16633,5114,6994,20,
participant14 to 8113,16448,5114,6994,20,
participant14 to 8111,30887,5114,6994,20,
participant14 to 8109,15780,5114,6994,20,
participant14 to 8105,15868,5114,6994,20,
participant14 to 8107,30751,5114,6994,20,
participant14 to 8102,30854,5114,6994,20,
participant14 to 8106,16232,5114,6994,20,
participant15 to 8114,15913,5114,6994,20,
participant15 to 8110,16975,5114,6994,20,
participant15 to 8105,15713,5114,6994,20,
participant15 to 8113,16199,5114,6994,20,
participant15 to 8103,16009,5114,6994,20,
participant15 to 8108,15907,5114,6994,20,
participant15 to 8102,15755,5114,6994,20,
participant15 to 8101,16006,5114,6994,20,
participant15 to 8112,16895,5114,6994,20,
participant15 to 8111,15917,5114,6994,20,
participant16 to 8105,45945,5114,6994,20,
participant16 to 8110,16249,5114,6994,20,
participant16 to 8113,16721,5114,6994,20,
participant16 to 8101,16147,5114,6994,20,
participant16 to 8111,15729,5114,6994,20,
participant16 to 8108,31348,5114,6994,20,
participant16 to 8103,15896,5114,6994,20,
participant16 to 8102,45818,5114,6994,20,
participant16 to 8106,15792,5114,6994,20,
participant16 to 8114,15714,5114,6994,20,
participant17 to 8105,31673,5114,6994,20,
participant17 to 8103,16687,5114,6994,20,
participant17 to 8102,15692,5114,6994,20,
participant17 to 8108,17789,5114,6994,20,
participant17 to 8112,16878,5114,6994,20,
participant17 to 8109,15697,5114,6994,20,
participant17 to 8116,16821,5114,6994,20,
participant17 to 8111,15648,5114,6994,20,
participant17 to 8114,15797,5114,6994,20,
participant17 to 8104,15685,5114,6994,20,
participant18 to 8110,15844,5114,6994,20,
participant18 to 8112,15708,5114,6994,20,
participant18 to 8104,15775,5114,6994,20,
participant18 to 8109,15815,5114,6994,20,
participant18 to 8116,15811,5114,6994,20,
participant18 to 8107,16292,5114,6994,20,
participant18 to 8108,15796,5114,6994,20,
participant18 to 8103,15810,5114,6994,20,
participant18 to 8101,30859,5114,6994,20,
participant18 to 8102,30750,5114,6994,20,
participant19 to 8111,15705,5114,6994,20,
participant19 to 8117,15638,5114,6994,20,
participant19 to 8110,15856,5114,6994,20,
participant19 to 8115,15893,5114,6994,20,
participant19 to 8107,30873,5114,6994,20,
participant19 to 8112,17079,5114,6994,20,
participant19 to 8104,16001,5114,6994,20,
participant19 to 8108,15755,5114,6994,20,
participant19 to 8109,61763,5114,6994,20,
participant19 to 8102,30921,5114,6994,20,
participant20 to 8116,15932,5114,6994,20,
participant20 to 8114,15698,5114,6994,20,
participant20 to 8105,15853,5114,6994,20,
participant20 to 8111,16075,5114,6994,20,
participant20 to 8108,30885,5114,6994,20,
participant20 to 8113,15803,5114,6994,20,
participant20 to 8106,30699,5114,6994,20,
participant20 to 8102,15811,5114,6994,20,
participant20 to 8112,15834,5114,6994,20,
participant20 to 8109,15852,5114,6994,20,
