Participant,Time to Send,Unencrypted Msg Length, Encrypted Msg Length,Size of Message,Data size on server
participant8 to 8109,16199,7107,9794,28,
participant8 to 8110,16015,7107,9794,28,
participant8 to 8111,17185,7107,9794,28,
participant8 to 8112,16166,7107,9794,28,
participant8 to 8113,16185,7107,9794,28,
participant8 to 8114,16136,7107,9794,28,
participant8 to 8115,15957,7107,9794,28,
participant8 to 8116,16060,7107,9794,28,
participant9 to 8110,16213,7107,9794,28,
participant9 to 8111,17971,7107,9794,28,
participant9 to 8112,15997,7107,9794,28,
participant9 to 8113,16104,7107,9794,28,
participant9 to 8114,15940,7107,9794,28,
participant9 to 8115,16738,7107,9794,28,
participant9 to 8116,15926,7107,9794,28,
participant10 to 8111,16076,7108,9794,28,
participant10 to 8112,16108,7108,9794,28,
participant10 to 8113,16180,7108,9794,28,
participant10 to 8114,15873,7108,9794,28,
participant10 to 8115,15978,7108,9794,28,
participant10 to 8116,16104,7108,9794,28,
participant11 to 8112,15980,7108,9794,28,
participant11 to 8113,15981,7108,9794,28,
participant11 to 8114,16215,7108,9794,28,
participant11 to 8115,16344,7108,9794,28,
participant11 to 8116,18384,7108,9794,28,
participant12 to 8113,16003,7108,9794,28,
participant12 to 8114,16609,7108,9794,28,
participant12 to 8115,16508,7108,9794,28,
participant12 to 8116,16059,7108,9794,28,
participant13 to 8114,15943,7108,9794,28,
participant13 to 8115,17525,7108,9794,28,
participant13 to 8116,15976,7108,9794,28,
participant14 to 8115,15848,7108,9794,28,
participant14 to 8116,16842,7108,9794,28,
participant15 to 8116,16118,7108,9794,28,
participant17 to 8108,16861,7108,9794,28,
participant17 to 8111,16586,7108,9794,28,
participant17 to 8112,16720,7108,9794,28,
participant17 to 8101,15981,7108,9794,28,
participant17 to 8105,15939,7108,9794,28,
participant17 to 8113,15966,7108,9794,28,
participant17 to 8110,17280,7108,9794,28,
participant17 to 8114,16027,7108,9794,28,
participant17 to 8106,16474,7108,9794,28,
participant17 to 8107,15893,7108,9794,28,
participant17 to 8103,15657,7108,9794,28,
participant17 to 8102,15871,7108,9794,28,
participant17 to 8115,16019,7108,9794,28,
participant17 to 8109,17122,7108,9794,28,
participant17 to 8116,15966,7108,9794,28,
participant18 to 8103,17059,7108,9794,28,
participant18 to 8114,16794,7108,9794,28,
participant18 to 8102,16639,7108,9794,28,
participant18 to 8109,16423,7108,9794,28,
participant18 to 8111,15998,7108,9794,28,
participant18 to 8105,16040,7108,9794,28,
participant18 to 8116,16851,7108,9794,28,
participant18 to 8101,16247,7108,9794,28,
participant18 to 8107,15967,7108,9794,28,
participant18 to 8108,15935,7108,9794,28,
participant18 to 8110,17863,7108,9794,28,
participant18 to 8117,17902,7108,9794,28,
participant18 to 8115,16349,7108,9794,28,
participant18 to 8106,16019,7108,9794,28,
participant18 to 8112,16087,7108,9794,28,
participant19 to 8112,16653,7108,9794,28,
participant19 to 8117,16090,7108,9794,28,
participant19 to 8106,16056,7108,9794,28,
participant19 to 8104,16143,7108,9794,28,
participant19 to 8116,31150,7108,9794,28,
participant19 to 8105,16215,7108,9794,28,
participant19 to 8113,16156,7108,9794,28,
participant19 to 8109,16097,7108,9794,28,
participant19 to 8108,15973,7108,9794,28,
participant19 to 8103,15971,7108,9794,28,
participant19 to 8102,17924,7108,9794,28,
participant19 to 8107,17068,7108,9794,28,
participant19 to 8111,15929,7108,9794,28,
participant19 to 8110,16060,7108,9794,28,
participant19 to 8101,15920,7108,9794,28,
participant20 to 8105,16540,7108,9794,28,
participant20 to 8102,31414,7108,9794,28,
participant20 to 8106,16001,7108,9794,28,
participant20 to 8112,16107,7108,9794,28,
participant20 to 8107,16155,7108,9794,28,
participant20 to 8116,17263,7108,9794,28,
participant20 to 8117,17707,7108,9794,28,
participant20 to 8115,15967,7108,9794,28,
participant20 to 8110,45983,7108,9794,28,
participant20 to 8119,16250,7108,9794,28,
participant20 to 8104,16457,7108,9794,28,
participant20 to 8113,16236,7108,9794,28,
participant20 to 8114,16368,7108,9794,28,
participant20 to 8109,16147,7108,9794,28,
participant20 to 8103,15907,7108,9794,28,
