Participant,Time to Send,Unencrypted Msg Length, Encrypted Msg Length,Size of Message,Data size on server
participant12 to 8108,16707,5114,6994,20,
participant12 to 8111,46108,5114,6994,20,
participant12 to 8101,30981,5114,6994,20,
participant12 to 8104,30971,5114,6994,20,
participant12 to 8107,15846,5114,6994,20,
participant13 to 8106,15805,5114,6994,20,
participant13 to 8104,30771,5114,6994,20,
participant13 to 8109,31500,5114,6994,20,
participant13 to 8108,16850,5114,6994,20,
participant13 to 8102,17330,5114,6994,20,
participant13 to 8105,30825,5114,6994,20,
participant13 to 8112,31655,5114,6994,20,
participant13 to 8107,15838,5114,6994,20,
participant13 to 8101,15899,5114,6994,20,
participant13 to 8110,31523,5114,6994,20,
participant14 to 8109,16163,5114,6994,20,
participant14 to 8105,46295,5114,6994,20,
participant14 to 8108,17012,5114,6994,20,
participant14 to 8103,16480,5114,6994,20,
participant14 to 8104,15963,5114,6994,20,
participant14 to 8110,16224,5114,6994,20,
participant14 to 8113,15885,5114,6994,20,
participant14 to 8112,30922,5114,6994,20,
participant14 to 8107,16873,5114,6994,20,
participant14 to 8102,15751,5114,6994,20,
participant15 to 8108,16677,5114,6994,20,
participant15 to 8112,16484,5114,6994,20,
participant15 to 8111,16001,5114,6994,20,
participant15 to 8101,15859,5114,6994,20,
participant15 to 8102,15790,5114,6994,20,
participant15 to 8110,46806,5114,6994,20,
participant15 to 8105,30862,5114,6994,20,
participant15 to 8113,15795,5114,6994,20,
participant15 to 8106,45768,5114,6994,20,
participant15 to 8104,30929,5114,6994,20,
participant16 to 8111,15892,5114,6994,20,
participant16 to 8110,15732,5114,6994,20,
participant16 to 8106,15734,5114,6994,20,
participant16 to 8105,15834,5114,6994,20,
participant16 to 8103,30944,5114,6994,20,
participant16 to 8104,16103,5114,6994,20,
participant16 to 8107,16029,5114,6994,20,
participant16 to 8101,15844,5114,6994,20,
participant16 to 8109,15770,5114,6994,20,
participant16 to 8112,16464,5114,6994,20,
participant17 to 8107,31009,5114,6994,20,
participant17 to 8114,31169,5114,6994,20,
participant17 to 8116,15742,5114,6994,20,
participant17 to 8104,15905,5114,6994,20,
participant17 to 8111,16041,5114,6994,20,
participant17 to 8102,46057,5114,6994,20,
participant17 to 8109,15755,5114,6994,20,
participant17 to 8108,30886,5114,6994,20,
participant17 to 8110,15869,5114,6994,20,
participant17 to 8115,31142,5114,6994,20,
participant18 to 8114,31303,5114,6994,20,
participant18 to 8101,15868,5114,6994,20,
participant18 to 8106,31139,5114,6994,20,
participant18 to 8108,16030,5114,6994,20,
participant18 to 8115,15955,5114,6994,20,
participant18 to 8104,15853,5114,6994,20,
participant18 to 8112,45993,5114,6994,20,
participant18 to 8116,15737,5114,6994,20,
participant18 to 8109,15871,5114,6994,20,
participant18 to 8113,45911,5114,6994,20,
participant19 to 8112,15826,5114,6994,20,
participant19 to 8116,15910,5114,6994,20,
participant19 to 8107,16557,5114,6994,20,
participant19 to 8115,30761,5114,6994,20,
participant19 to 8104,16322,5114,6994,20,
participant19 to 8109,15807,5114,6994,20,
participant19 to 8118,15802,5114,6994,20,
participant19 to 8110,15767,5114,6994,20,
participant19 to 8105,33055,5114,6994,20,
participant19 to 8108,15805,5114,6994,20,
participant20 to 8104,15877,5114,6994,20,
participant20 to 8113,15720,5114,6994,20,
participant20 to 8119,15823,5114,6994,20,
participant20 to 8107,16101,5114,6994,20,
participant20 to 8101,31342,5114,6994,20,
participant20 to 8117,17587,5114,6994,20,
participant20 to 8102,32113,5114,6994,20,
participant20 to 8118,32002,5114,6994,20,
participant20 to 8116,31317,5114,6994,20,
participant20 to 8108,15951,5114,6994,20,
