Participant,Time to Send,Unencrypted Msg Length, Encrypted Msg Length,Size of Message,Data size on server
participant7 to 8109,16001,5113,6994,20,
participant7 to 8110,15914,5113,6994,20,
participant7 to 8111,32074,5113,6994,20,
participant8 to 8109,16424,5113,6994,20,
participant8 to 8110,45817,5113,6994,20,
participant8 to 8111,16245,5113,6994,20,
participant9 to 8110,17625,5113,6994,20,
participant9 to 8111,16222,5113,6994,20,
participant10 to 8111,16272,5114,6994,20,
participant12 to 8111,31385,5114,6994,20,
participant12 to 8102,18520,5114,6994,20,
participant12 to 8103,16265,5114,6994,20,
participant12 to 8104,30783,5114,6994,20,
participant12 to 8107,15739,5114,6994,20,
participant12 to 8106,15829,5114,6994,20,
participant12 to 8108,15666,5114,6994,20,
participant12 to 8105,15913,5114,6994,20,
participant12 to 8101,15733,5114,6994,20,
participant12 to 8109,17431,5114,6994,20,
participant13 to 8112,17206,5114,6994,20,
participant13 to 8101,15696,5114,6994,20,
participant13 to 8111,30775,5114,6994,20,
participant13 to 8102,15974,5114,6994,20,
participant13 to 8104,15888,5114,6994,20,
participant13 to 8105,15721,5114,6994,20,
participant13 to 8110,15814,5114,6994,20,
participant13 to 8108,15884,5114,6994,20,
participant13 to 8109,15836,5114,6994,20,
participant13 to 8103,15755,5114,6994,20,
participant14 to 8104,16528,5114,6994,20,
participant14 to 8105,16713,5114,6994,20,
participant14 to 8111,15659,5114,6994,20,
participant14 to 8102,16572,5114,6994,20,
participant14 to 8107,16528,5114,6994,20,
participant14 to 8106,15722,5114,6994,20,
participant14 to 8110,16264,5114,6994,20,
participant14 to 8108,30770,5114,6994,20,
participant14 to 8101,16716,5114,6994,20,
participant14 to 8113,30744,5114,6994,20,
participant15 to 8112,16745,5114,6994,20,
participant15 to 8105,32475,5114,6994,20,
participant15 to 8113,15819,5114,6994,20,
participant15 to 8108,31639,5114,6994,20,
participant15 to 8109,17220,5114,6994,20,
participant15 to 8107,15928,5114,6994,20,
participant15 to 8114,15726,5114,6994,20,
participant15 to 8111,16026,5114,6994,20,
participant15 to 8104,16644,5114,6994,20,
participant15 to 8101,15743,5114,6994,20,
participant16 to 8102,61432,5114,6994,20,
participant16 to 8114,16865,5114,6994,20,
participant16 to 8103,31140,5114,6994,20,
participant16 to 8109,17241,5114,6994,20,
participant16 to 8111,18395,5114,6994,20,
participant16 to 8106,15800,5114,6994,20,
participant16 to 8110,15845,5114,6994,20,
participant16 to 8108,30842,5114,6994,20,
participant16 to 8104,15877,5114,6994,20,
participant16 to 8112,16580,5114,6994,20,
participant17 to 8115,16641,5114,6994,20,
participant17 to 8102,15718,5114,6994,20,
participant17 to 8104,30754,5114,6994,20,
participant17 to 8108,31693,5114,6994,20,
participant17 to 8110,15774,5114,6994,20,
participant17 to 8111,31595,5114,6994,20,
participant17 to 8109,15717,5114,6994,20,
participant17 to 8114,16173,5114,6994,20,
participant17 to 8101,16786,5114,6994,20,
participant17 to 8116,30790,5114,6994,20,
participant18 to 8116,16933,5114,6994,20,
participant18 to 8107,15745,5114,6994,20,
participant18 to 8109,15870,5114,6994,20,
participant18 to 8115,15816,5114,6994,20,
participant18 to 8104,32440,5114,6994,20,
participant18 to 8111,15891,5114,6994,20,
participant18 to 8108,15984,5114,6994,20,
participant18 to 8102,15814,5114,6994,20,
participant18 to 8106,15838,5114,6994,20,
participant18 to 8114,15777,5114,6994,20,
participant19 to 8106,31631,5114,6994,20,
participant19 to 8104,15827,5114,6994,20,
participant19 to 8107,15872,5114,6994,20,
participant19 to 8102,15827,5114,6994,20,
participant19 to 8112,15774,5114,6994,20,
participant19 to 8114,15860,5114,6994,20,
participant19 to 8115,45840,5114,6994,20,
participant19 to 8118,15998,5114,6994,20,
participant19 to 8108,15672,5114,6994,20,
participant19 to 8110,15851,5114,6994,20,
participant20 to 8117,16760,5114,6994,20,
participant20 to 8114,15802,5114,6994,20,
participant20 to 8113,32210,5114,6994,20,
participant20 to 8105,15766,5114,6994,20,
participant20 to 8106,30959,5114,6994,20,
participant20 to 8101,16786,5114,6994,20,
participant20 to 8107,15973,5114,6994,20,
participant20 to 8119,15989,5114,6994,20,
participant20 to 8112,16612,5114,6994,20,
participant20 to 8103,46108,5114,6994,20,
